id,kind,value,ts,src,dst
74,request_outcome,1.0,1749086286,Programa:Prog_2_5,Facultad:2
75,sol->prop_w4,0.064156,1749086287,Facultad_3,ServidorAsync
76,faculty_server_sol_prop_roundtrip_ms,24.813563,1749086287,FacultadAsync:3,ServidorAsync
77,faculty_server_ack_res_roundtrip_ms,5059.377398,1749086293,FacultadAsync:3,ServidorAsync
78,faculty_processing_total_ms,5151.92692,1749086293,FacultadAsync:3,Programa:Prog_3_2
79,sol->prop_w0,0.06917,1749086293,Facultad_3,ServidorAsync
80,faculty_server_sol_prop_roundtrip_ms,20.597722,1749086293,FacultadAsync:3,ServidorAsync
81,prop->res_mon,18.369208,1749086293,Facultad_3,ServidorAsync
82,response_time_program_faculty_total_ms,5153.800881,1749086293,Programa:Prog_3_2,Facultad:3
83,request_outcome,3.0,1749086293,Programa:Prog_3_2,Facultad:3
84,faculty_server_ack_res_roundtrip_ms,49.140246,1749086293,FacultadAsync:3,ServidorAsync
85,faculty_processing_total_ms,249.883525,1749086293,FacultadAsync:3,Programa:Prog_3_4
86,sol->prop_w2,0.07368,1749086293,Facultad_3,ServidorAsync
87,faculty_server_sol_prop_roundtrip_ms,35.938845,1749086293,FacultadAsync:3,ServidorAsync
88,response_time_program_faculty_total_ms,461.855484,1749086293,Programa:Prog_3_4,Facultad:3
89,request_outcome,1.0,1749086293,Programa:Prog_3_4,Facultad:3
90,prop->res_mon,8.397736,1749086293,Facultad_3,ServidorAsync
91,faculty_server_ack_res_roundtrip_ms,137.776982,1749086293,FacultadAsync:3,ServidorAsync
92,faculty_processing_total_ms,272.809392,1749086293,FacultadAsync:3,Programa:Prog_3_3
93,response_time_program_faculty_total_ms,3296.608997,1749086293,Programa:Prog_3_3,Facultad:3
94,request_outcome,1.0,1749086293,Programa:Prog_3_3,Facultad:3
95,sol->prop_w4,0.078996,1749086295,Facultad_3,ServidorAsync
96,faculty_server_sol_prop_roundtrip_ms,33.989126,1749086295,FacultadAsync:3,ServidorAsync
97,sol->prop_w0,0.066927,1749086297,Facultad_4,ServidorAsync
98,faculty_server_sol_prop_roundtrip_ms,21.649693,1749086297,FacultadAsync:4,ServidorAsync
99,prop->res_mon,5.007435,1749086298,Facultad_4,ServidorAsync
100,faculty_server_ack_res_roundtrip_ms,315.575625,1749086298,FacultadAsync:4,ServidorAsync
101,faculty_processing_total_ms,414.713868,1749086298,FacultadAsync:4,Programa:Prog_4_1
102,response_time_program_faculty_total_ms,416.112602,1749086298,Programa:Prog_4_1,Facultad:4
103,request_outcome,1.0,1749086298,Programa:Prog_4_1,Facultad:4
104,sol->prop_w2,0.128133,1749086300,Facultad_4,ServidorAsync
105,faculty_server_sol_prop_roundtrip_ms,10.786486,1749086300,FacultadAsync:4,ServidorAsync
106,faculty_server_ack_res_roundtrip_ms,5003.709413,1749086300,FacultadAsync:3,ServidorAsync
107,faculty_processing_total_ms,5116.575165,1749086300,FacultadAsync:3,Programa:Prog_3_5
108,response_time_program_faculty_total_ms,5118.881189,1749086300,Programa:Prog_3_5,Facultad:3
109,request_outcome,3.0,1749086300,Programa:Prog_3_5,Facultad:3
110,prop->res_mon,9.662791,1749086300,Facultad_4,ServidorAsync
111,faculty_server_ack_res_roundtrip_ms,260.346732,1749086300,FacultadAsync:4,ServidorAsync
112,faculty_processing_total_ms,341.008263,1749086300,FacultadAsync:4,Programa:Prog_4_2
113,response_time_program_faculty_total_ms,342.308656,1749086300,Programa:Prog_4_2,Facultad:4
114,request_outcome,1.0,1749086300,Programa:Prog_4_2,Facultad:4
115,sol->prop_w4,0.08262,1749086302,Facultad_4,ServidorAsync
116,faculty_server_sol_prop_roundtrip_ms,17.507054,1749086302,FacultadAsync:4,ServidorAsync
117,faculty_server_ack_res_roundtrip_ms,5066.139444,1749086308,FacultadAsync:4,ServidorAsync
118,faculty_processing_total_ms,5176.891197,1749086308,FacultadAsync:4,Programa:Prog_4_3
119,sol->prop_w0,0.069239,1749086308,Facultad_4,ServidorAsync
120,faculty_server_sol_prop_roundtrip_ms,27.58393,1749086308,FacultadAsync:4,ServidorAsync
121,prop->res_mon,16.601805,1749086308,Facultad_4,ServidorAsync
122,faculty_server_ack_res_roundtrip_ms,40.987038,1749086308,FacultadAsync:4,ServidorAsync
123,faculty_processing_total_ms,219.115452,1749086308,FacultadAsync:4,Programa:Prog_4_5
124,sol->prop_w2,0.066122,1749086308,Facultad_4,ServidorAsync
125,faculty_server_sol_prop_roundtrip_ms,21.429898,1749086308,FacultadAsync:4,ServidorAsync
126,response_time_program_faculty_total_ms,409.615876,1749086308,Programa:Prog_4_5,Facultad:4
127,request_outcome,1.0,1749086308,Programa:Prog_4_5,Facultad:4
128,prop->res_mon,12.631152,1749086308,Facultad_4,ServidorAsync
129,faculty_server_ack_res_roundtrip_ms,259.848979,1749086308,FacultadAsync:4,ServidorAsync
130,faculty_processing_total_ms,450.368596,1749086308,FacultadAsync:4,Programa:Prog_4_4
131,response_time_program_faculty_total_ms,3450.595567,1749086308,Programa:Prog_4_4,Facultad:4
132,request_outcome,1.0,1749086309,Programa:Prog_4_4,Facultad:4
133,response_time_program_faculty_total_ms,5179.288756,1749086308,Programa:Prog_4_3,Facultad:4
134,request_outcome,3.0,1749086309,Programa:Prog_4_3,Facultad:4
135,sol->prop_w4,0.066304,1749086310,Facultad_5,ServidorAsync
136,faculty_server_sol_prop_roundtrip_ms,28.021667,1749086310,FacultadAsync:5,ServidorAsync
137,faculty_server_ack_res_roundtrip_ms,4970.172803,1749086315,FacultadAsync:5,ServidorAsync
138,faculty_processing_total_ms,5175.413209,1749086315,FacultadAsync:5,Programa:Prog_5_1
139,sol->prop_w0,0.071193,1749086315,Facultad_5,ServidorAsync
140,faculty_server_sol_prop_roundtrip_ms,28.472357,1749086315,FacultadAsync:5,ServidorAsync
141,response_time_program_faculty_total_ms,5176.902288,1749086315,Programa:Prog_5_1,Facultad:5
142,request_outcome,3.0,1749086315,Programa:Prog_5_1,Facultad:5
143,prop->res_mon,48.935731,1749086316,Facultad_5,ServidorAsync
144,faculty_server_ack_res_roundtrip_ms,278.261527,1749086316,FacultadAsync:5,ServidorAsync
145,faculty_processing_total_ms,495.994029,1749086316,FacultadAsync:5,Programa:Prog_5_3
146,sol->prop_w2,0.068605,1749086316,Facultad_5,ServidorAsync
147,faculty_server_sol_prop_roundtrip_ms,31.426828,1749086316,FacultadAsync:5,ServidorAsync
148,response_time_program_faculty_total_ms,716.114444,1749086316,Programa:Prog_5_3,Facultad:5
149,request_outcome,1.0,1749086316,Programa:Prog_5_3,Facultad:5
150,prop->res_mon,17.907776,1749086316,Facultad_5,ServidorAsync
151,faculty_server_ack_res_roundtrip_ms,279.719583,1749086316,FacultadAsync:5,ServidorAsync
152,faculty_processing_total_ms,472.194792,1749086316,FacultadAsync:5,Programa:Prog_5_2
153,response_time_program_faculty_total_ms,3773.155232,1749086316,Programa:Prog_5_2,Facultad:5
154,request_outcome,1.0,1749086316,Programa:Prog_5_2,Facultad:5
155,sol->prop_w4,0.083936,1749086318,Facultad_5,ServidorAsync
156,faculty_server_sol_prop_roundtrip_ms,26.913065,1749086318,FacultadAsync:5,ServidorAsync
157,faculty_server_ack_res_roundtrip_ms,5190.113948,1749086323,FacultadAsync:5,ServidorAsync
158,faculty_processing_total_ms,5434.138887,1749086323,FacultadAsync:5,Programa:Prog_5_4
159,sol->prop_w0,0.106987,1749086323,Facultad_5,ServidorAsync
160,faculty_server_sol_prop_roundtrip_ms,48.294278,1749086323,FacultadAsync:5,ServidorAsync
161,response_time_program_faculty_total_ms,5436.732843,1749086323,Programa:Prog_5_4,Facultad:5
162,request_outcome,3.0,1749086323,Programa:Prog_5_4,Facultad:5
163,prop->res_mon,19.332119,1749086324,Facultad_5,ServidorAsync
164,faculty_server_ack_res_roundtrip_ms,309.497613,1749086324,FacultadAsync:5,ServidorAsync
165,faculty_processing_total_ms,579.911228,1749086324,FacultadAsync:5,Programa:Prog_5_5
166,response_time_program_faculty_total_ms,3671.328686,1749086324,Programa:Prog_5_5,Facultad:5
167,request_outcome,1.0,1749086324,Programa:Prog_5_5,Facultad:5
